fiscal_year,regime,country,section,rows,qty_imp,val_imp,qty_efc,val_efc,duty
1877,B,178,FREE,4,226,0,298,332,1634.0
1877,B,2,FREE,1,20,0,0,2,20.0
1877,B,202,FREE,1,2494,0,0,202,2494.0
1877,B,250,FREE,1,10101,123100,8260,277922,18361.0
1877,B,"3,942",FREE,1,416,40,405,92,821.0
1877,B,"328,944",FREE,1,177188,0,0,1457242,177188.0
1877,B,"38,127",FREE,1,404343,11113,98392,49240,502735.0
1877,B,"38,335",FREE,1,406881,11113,98392,49448,505273.0
1877,B,39,FREE,1,139437,367,3930,19140,143367.0
1877,B,4,FREE,1,24,0,0,4,24.0
1877,B,"4,650",FREE,1,39472,0,0,328944,39472.0
1877,B,412,FREE,1,2990,40,280,536,3270.0
1877,B,496,FREE,1,204,0,0,12,204.0
1877,B,52,FREE,2,69178,9626,65967,19007,135145.0
1877,B,"9,261",FREE,1,470,0,0,52,470.0
1877,B,Asia,DUTIABLE,2,0,288,0,288,50.4
1877,B,Asia Minor,DUTIABLE,1,0,55379,0,60900,10657.68
1877,B,Austria,DUTIABLE,9,103,7710,151,7581,1391.34
1877,B,Belginm,FREE,1,0,829,0,829,0.0
1877,B,Belgium,DUTIABLE,43,7175510,227248,7210845,229142,50090.58
1877,B,Belgium,FREE,8,6616,21837,6582,21841,15.69
1877,B,British Africa,FREE,2,654816,97394,654816,97394,0.0
1877,B,British East Indies,DUTIABLE,3,1992,212,0,212,36.36
1877,B,British East Indies,FREE,1,20502,1335,20502,1335,0.0
1877,B,British Guiana,DUTIABLE,20,5172447,216349,3797033,142994,131357.15
1877,B,British Guiana,FREE,4,1854,3240,1854,3567,0.0
1877,B,British W. st Indies,DUTIABLE,1,170,17,170,17,2.97
1877,B,British West Indies,DUTIABLE,49,19889207,485162,21175127,560082,223011.43
1877,B,British West Indies,FREE,21,379657,86489,398170,91123,1044.76
1877,B,China,DUTIABLE,53,620248,90133,1053744,256301,37947.61
1877,B,China,FREE,5,12971,3655,13231,3818,0.0
1877,B,Cwt,FREE,3,172819,3652,28923,25408,201702.0
1877,B,Danish West Indies,DUTIABLE,15,52564,5066,49186,4857,2004.73
1877,B,Danish West Indies,FREE,6,7658,4758,7376,4715,211.1
1877,B,Dutch West Indies,DUTIABLE,3,37485,1085,38809,1138,405.03
1877,B,Dutch West Indies,FREE,2,35479,3660,35479,3660,0.0
1877,B,France,DUTIABLE,247,1739641,1377960,1751377,1327684,473262.98
1877,B,France,FREE,48,322743,56805,322964,57266,3459.62
1877,B,French West Indies,DUTIABLE,6,90472,2226,124126,4211,1737.84
1877,B,French West Indies,FREE,4,181863,20811,181863,20811,0.0
1877,B,GOODS PAYING 17½ PER CENT. AD VALOREM,DUTIABLE,2,23301,3124,23663,3051,762.75
1877,B,GOODS PAYING 25 PER CENT. AD VALOREM,DUTIABLE,1,46043,20499,41829,18108,12720.99
1877,B,GOODS PAYING 5 PER CENT. AD VALOREM,DUTIABLE,2,1056,17475,1056,17475,1747.52
1877,B,Germany,DUTIABLE,143,215740,326027,259833,340508,79222.45
1877,B,Germany,FREE,27,132629,522236,145672,524762,3249.08
1877,B,Great Britain,DUTIABLE,1593,112240075,33445792,110069772,33017741,6355214.12
1877,B,Great Britain,FREE,679,28767521,6904037,28672820,6867203,33593.91
1877,B,Greece,DUTIABLE,9,1877846,71880,1541629,61007,10707.9
1877,B,Holland,DUTIABLE,32,2080828,351902,2013369,187556,315685.24
1877,B,Holland,FREE,7,28431,6358,25891,5751,470.96
1877,B,Italy,DUTIABLE,21,76258,42231,40244,25579,15673.59
1877,B,Italy,FREE,3,1642,2576,1642,2576,0.0
1877,B,Japan,DUTIABLE,7,931443,202055,714705,161806,30293.79
1877,B,Kegs,FREE,1,2709,550,3705,866,6414.0
1877,B,Lbs,FREE,2,147162,123100,8260,1400104,155422.0
1877,B,Madeira,DUTIABLE,3,25,174,204,388,176.45
1877,B,Mexico,DUTIABLE,3,186,440,186,440,130.9
1877,B,NATURAL PRODUCTS,FREE,1,2058,14004,2058,14004,0.0
1877,B,Newfoundland,DUTIABLE,48,1116066,40800,1125482,34645,9305.05
1877,B,Newfoundland,FREE,48,169254,605517,169254,600715,65.7
1877,B,Norway,DUTIABLE,7,55,601,55,601,55.23
1877,B,Norway,FREE,2,18,49,18,49,3.33
1877,B,Number,FREE,1,4510,0,0,16206,4510.0
1877,B,Peru,DUTIABLE,4,124919,6677,73578,3817,1642.31
1877,B,Portugal,DUTIABLE,12,19919,28242,26638,37144,20223.61
1877,B,Portugal,FREE,4,88954,22894,88954,22894,0.0
1877,B,Prunella,DUTIABLE,1,0,8903,4190,7050,0.0
1877,B,Russia,DUTIABLE,6,100,237,100,237,32.71
1877,B,Russia,FREE,4,195,600,195,600,0.0
1877,B,SPECIAL EXEMPTIONS,FREE,1,0,1790,0,1790,0.0
1877,B,Sandwich Islands,DUTIABLE,10,368404,17989,1016360,53813,21090.06
1877,B,Sandwich Islands,FREE,2,2537,792,2537,792,0.0
1877,B,Sicily,DUTIABLE,1,500,1095,500,1095,109.5
1877,B,South America,FREE,1,0,10359,0,10359,0.0
1877,B,Spain,DUTIABLE,34,4542274,341345,3552121,268834,79536.7
1877,B,Spain,FREE,4,63629,34516,63629,34516,0.0
1877,B,Spanish West Indies,DUTIABLE,33,19642432,774008,15423666,567310,204107.2
1877,B,Spanish West Indies,FREE,9,105673,59157,110112,57161,9514.67
1877,B,St. Pierre,DUTIABLE,1,0,19,0,19,3.32
1877,B,St. Pierre et Miq'lon,DUTIABLE,35,28012,2454,21745,2853,1687.8
1877,B,St. Pierre et Miq'lon,FREE,12,123601,7325,123601,7325,0.0
1877,B,St. Pierreet Miq'lon,DUTIABLE,1,0,62,0,62,10.85
1877,B,Switzerland,DUTIABLE,23,30022,70167,23161,68077,12267.33
1877,B,Switzerland,FREE,3,4617,1563,4697,1707,593.13
1877,B,Turkey,DUTIABLE,5,195354,11815,120779,7557,1322.49
1877,B,Turkey,FREE,1,564,110,0,0,0.0
1877,B,United States,DUTIABLE,1790,119714577,23926517,107214474,22256738,4237480.36
1877,B,United States,FREE,942,74624051,28650455,66182320,27849094,143797.39
1880,C,?,DUTIABLE,25,408828,60337,416283,62390,9218.3
1880,C,?,FREE,2,12928,59699,12928,59699,0.0
1880,C,AGRICULTURAL PRODUCTS,FREE,2,12148,901,12148,901,0.0
1880,C,"Add—For special deposits, amended entries, balances due from former collectors, and other amounts not included in detailed stat-ment",DUTIABLE,5,0,3973,0,3973,11806.48
1880,C,Argent. Repub,FREE,1,0,50,0,50,0.0
1880,C,Argentine Rep,FREE,1,0,3280,0,3280,0.0
1880,C,"Articles for the use of the Army, Navy and Canadian Militia, viz.:",FREE,2,0,20649,0,20649,0.0
1880,C,Asia,DUTIABLE,1,33293,5210,0,0,0.0
1880,C,Asia Minor,DUTIABLE,1,811848,54490,372354,26665,5333.0
1880,C,Australia,DUTIABLE,11,30829,29535,12698,10838,9129.45
1880,C,Australia,FREE,4,10782,1835,10782,1835,0.0
1880,C,Austria,DUTIABLE,20,3652,16929,3652,16706,3470.84
1880,C,Austria,FREE,1,0,200,0,200,0.0
1880,C,Belgium,DUTIABLE,71,4207765,158431,4082288,148176,41779.86
1880,C,Belgium,FREE,2,0,280,0,280,0.0
1880,C,Brazil,DUTIABLE,5,6128997,201922,4899034,147066,67026.93
1880,C,British Africa,DUTIABLE,2,56001,1344,56001,1344,612.6
1880,C,British Africa,FREE,3,1059696,135331,1059696,135331,0.0
1880,C,British Columbia,DUTIABLE,2,256,13,699,13,91.2
1880,C,British East Indies,DUTIABLE,4,32693,25643,30374,19870,3632.8
1880,C,British East Indies,FREE,2,0,3465,0,3465,0.0
1880,C,British Guiana,DUTIABLE,25,2731527,177446,1103162,102729,85170.58
1880,C,British Guiana,FREE,2,13900,473,13900,473,0.0
1880,C,British W. Ind,DUTIABLE,28,15334052,526516,15990170,518810,271386.12
1880,C,British W. Ind,FREE,1,0,7636,0,7636,0.0
1880,C,British West Indies,DUTIABLE,59,10035440,676483,7308542,623412,176580.99
1880,C,British West Indies,FREE,16,14601501,56705,14601501,56863,5.0
1880,C,Cen. America,DUTIABLE,1,193045,7943,75435,2886,1764.45
1880,C,Centl. America,DUTIABLE,1,26880,2554,2688,377,53.76
1880,C,China,DUTIABLE,51,1695430,415266,1781659,347108,76267.37
1880,C,China,FREE,1,0,228,0,228,0.0
1880,C,Danish W. Ind,DUTIABLE,4,261,465,7685,697,271.91
1880,C,Danish W. Ind,FREE,1,0,5752,0,5752,0.0
1880,C,Danish West Indies,DUTIABLE,9,152,565,20581,1493,677.95
1880,C,Danish West Indies,FREE,2,0,8044,0,8044,0.0
1880,C,Denmark,DUTIABLE,2,38,137,11,36,21.5
1880,C,Denmark,FREE,1,0,500,0,500,0.0
1880,C,Dutch E. Ind,DUTIABLE,1,1111939,35003,1111939,35003,16060.6
1880,C,Dutch East Indies,DUTIABLE,4,5727863,217993,5630903,200520,100542.36
1880,C,Egypt,FREE,1,10595,1217,10595,1217,0.0
1880,C,Fiance,DUTIABLE,6,0,2000,0,1900,405.0
1880,C,France,DUTIABLE,417,1199447,1235145,1189789,1055469,420786.36
1880,C,France,FREE,38,1274215,57081,1274215,57134,0.0
1880,C,French W. Ind,DUTIABLE,10,105091,3799,55059,2008,1229.8
1880,C,French West Indies,DUTIABLE,5,112631,4801,32939,2015,655.58
1880,C,French West Indies,FREE,3,1854100,4760,1854100,4760,0.0
1880,C,Germany,DUTIABLE,272,380186,445216,353551,409555,104138.67
1880,C,Germany,FREE,33,16740,40961,16207,40883,0.0
1880,C,Great Britain,DUTIABLE,2394,71298751,29958629,71431085,28277703,6758105.51
1880,C,Great Britain,FREE,481,199373156,6451888,199390882,6453002,0.0
1880,C,Greece,DUTIABLE,4,618235,22171,670546,24355,6088.75
1880,C,Holland,DUTIABLE,36,488074,182782,415882,169310,301540.12
1880,C,Holland,FREE,2,28825,1729,28825,1732,0.0
1880,C,Italy,DUTIABLE,64,185674,51483,236800,54671,28660.74
1880,C,Italy,FREE,7,326360,401953,326360,401953,0.0
1880,C,Italy..... Quebec,DUTIABLE,1,1296,59,1296,59,11.8
1880,C,Japan,DUTIABLE,10,3629488,799004,2560109,542972,130859.7
1880,C,Labrador,FREE,3,4181,8868,4181,8868,0.0
1880,C,Less—Duties returned on supplies for Mounted Police,DUTIABLE,1,0,0,0,0,11806.48
1880,C,Madeira,DUTIABLE,2,200,290,0,200,40.0
1880,C,Maritoba,DUTIABLE,4,2700,2161,2420,1943,389.24
1880,C,"Melado, Concentrated",DUTIABLE,1,3094,102,3091,102,49.94
1880,C,"Melado, Concentrated Cane Juice",DUTIABLE,1,11413,860,11413,860,329.46
1880,C,Mexico,DUTIABLE,4,12173,2434,2629,711,307.52
1880,C,New Brunswick,DUTIABLE,1,0,0,135,0,27.0
1880,C,Newfoundland,DUTIABLE,65,11255,9274,14377,8126,3017.96
1880,C,Newfoundland,FREE,31,437224,573448,437224,573448,0.0
1880,C,Norway,DUTIABLE,42,14075,6627,13952,6192,1050.03
1880,C,Norway,FREE,1,125,250,125,250,0.0
1880,C,Nova Scotia,DUTIABLE,1,0,0,587,0,117.4
1880,C,Ontario,DUTIABLE,1,0,0,3857,0,771.4
1880,C,P. E. I. land,DUTIABLE,1,1110,151,1110,151,50.35
1880,C,Peru,DUTIABLE,3,319810,12881,253740,11426,5958.37
1880,C,Portugal,DUTIABLE,36,34018,43108,15783,25116,14880.29
1880,C,Portugal,FREE,6,4931448,10624,4931448,10624,0.0
1880,C,Portugal..... Nova Scotia,DUTIABLE,1,100,3,100,3,0.6
1880,C,Quebec,DUTIABLE,1,0,0,15523,0,3104.6
1880,C,Russia,DUTIABLE,1,16,30,66,77,48.4
1880,C,Russia,FREE,1,0,100,0,100,0.0
1880,C,S'wich Islands,DUTIABLE,3,5880,761,5880,733,113.54
1880,C,South America,DUTIABLE,2,139,0,58,6,185.36
1880,C,Spain,DUTIABLE,80,3140788,287933,2864483,213251,103405.56
1880,C,Spain,FREE,4,4334648,19094,4334648,19094,0.0
1880,C,Spain..... Quebec,DUTIABLE,1,5875,413,5875,413,82.6
1880,C,Spanish Poss. in Pac. Ocean,DUTIABLE,1,1084558,31638,1084558,31668,14929.19
1880,C,Spanish W. Ind,DUTIABLE,17,33260043,1091024,30571935,937306,528012.01
1880,C,Spanish W. Ind,FREE,3,19398,13120,3207,5166,0.0
1880,C,Spanish West Indies,DUTIABLE,23,23336921,891243,20908048,767716,319102.51
1880,C,Spanish West Indies,FREE,3,2010,286,2010,286,0.0
1880,C,St. Pierre,DUTIABLE,53,5918,4329,5782,4075,1160.74
1880,C,St. Pierre,FREE,6,5313,8037,5313,8037,0.0
1880,C,Swch. Islands,DUTIABLE,1,0,55,0,0,0.0
1880,C,Sweden,DUTIABLE,2,904,2778,904,2778,463.05
1880,C,Swich Islands,FREE,2,84650,15105,84650,15105,0.0
1880,C,Switzerland,DUTIABLE,32,28,91574,28,78034,18669.07
1880,C,Switzerland,FREE,2,0,15532,0,15532,0.0
1880,C,Tctal,DUTIABLE,8,11056,2522,10445,2269,522.26
1880,C,Turkey,DUTIABLE,8,128176,9639,140866,10229,2397.15
1880,C,Turkey,FREE,2,9553,2250,9553,2250,0.0
1880,C,United States,DUTIABLE,3307,100534890,31985604,65501806,19550867,4539790.58
1880,C,United States,FREE,842,39358734,9709468,46454320,9725566,2475.0
1880,C,Veneers,FREE,1,0,5,0,0,0.0
1880,C,Venezuela,DUTIABLE,1,70111,12990,70111,12990,1402.22
1880,C,Venezuela,FREE,1,572,173,572,143,0.0
1882,C,?,DUTIABLE,8,5701,3471,5701,3471,694.2
1882,C,?,FREE,2,0,223,0,223,55.75
1882,C,"Army, Navy and the",FREE,1,0,38670,0,38670,0.0
1882,C,Articles for the use of the,FREE,1,0,2118,0,2118,0.0
1882,C,Australia,DUTIABLE,11,306,1604,497,1895,519.36
1882,C,Australia,FREE,2,3,262,3,262,0.0
1882,C,Austria,DUTIABLE,38,1758,22275,1770,25960,5584.37
1882,C,Austria,FREE,2,0,620,0,620,0.0
1882,C,Belgium,DUTIABLE,143,10636305,463466,10473042,432952,119474.66
1882,C,Belgium,FREE,11,173835,69325,173835,69325,0.0
1882,C,Belgium],DUTIABLE,1,0,70,0,70,17.5
1882,C,Brazil,DUTIABLE,22,36577001,1153418,33979561,1068876,491556.26
1882,C,Brazil,FREE,16,1112607,246471,1238030,259440,0.0
1882,C,Brit. E. Indies,DUTIABLE,12,47445,13341,1206703,61365,24769.12
1882,C,Brit. E. Indies,FREE,6,68710,12279,68710,12279,0.0
1882,C,British Africa,DUTIABLE,4,0,122,0,122,41.1
1882,C,British Africa,FREE,1,1361246,204745,1361246,204745,0.0
1882,C,British Guiana,DUTIABLE,28,4494943,336182,2512559,198979,117655.52
1882,C,British Guiana,FREE,5,44824,4343,44824,4379,0.0
1882,C,British West Indies,DUTIABLE,100,42806786,1944991,39235951,1765021,662513.47
1882,C,British West Indies,FREE,25,12917893,75646,12981638,83700,0.0
1882,C,"Canadian Militia, viz.:",FREE,1,0,7906,0,7906,0.0
1882,C,"Carboys, Demijohns, Bottles and Decanters, Flasks and",DUTIABLE,1,0,6360,0,5453,1363.25
1882,C,Cen. America,DUTIABLE,1,150098,5780,54565,2587,1185.32
1882,C,Central America,DUTIABLE,2,265479,11240,159892,6562,3830.62
1882,C,Chile,DUTIABLE,38,8193,1945,8193,1945,393.78
1882,C,China,DUTIABLE,118,6368493,505775,4388277,337071,104566.29
1882,C,China,FREE,10,614645,139590,913973,193696,0.0
1882,C,Danish West Indies,DUTIABLE,7,12867,1145,11215,564,326.42
1882,C,Danish West Indies,FREE,4,328482,9056,328482,9056,0.0
1882,C,Denmark,DUTIABLE,2,0,0,15,65,29.3
1882,C,Dutch East Indies,DUTIABLE,8,6108530,218488,6428443,237064,116256.48
1882,C,Dutch East Indies,FREE,2,0,10,19849,3228,0.0
1882,C,Dutch W. Indies,DUTIABLE,2,0,0,2882,547,58.04
1882,C,Dutch W. Indies,FREE,2,612913,2430,612913,2430,0.0
1882,C,France,DUTIABLE,499,2978536,2098435,2835984,1986710,742727.37
1882,C,France,FREE,51,545486,108660,545486,104360,0.0
1882,C,Fren. W. Indies,DUTIABLE,1,0,0,12100,808,403.8
1882,C,French West Indies,DUTIABLE,7,700287,24604,553063,19614,8851.25
1882,C,French West Indies,FREE,3,3759270,5473,3759270,5473,0.0
1882,C,German,DUTIABLE,2,0,39,0,39,11.7
1882,C,Germany,DUTIABLE,384,1956539,1395030,1874323,1325817,337581.06
1882,C,Germany,FREE,36,88646,148733,88646,148733,0.0
1882,C,Great Britain,DUTIABLE,2615,72689568,41630574,71917905,41293836,9786368.42
1882,C,Great Britain,FREE,576,167154125,8752942,168921979,9138732,782.0
1882,C,Great in,DUTIABLE,6,0,4133,0,4133,1033.25
1882,C,Greece,DUTIABLE,10,3528081,148425,3118492,131596,32897.9
1882,C,Holland,DUTIABLE,40,1016505,239375,1074420,235272,421108.07
1882,C,Holland,FREE,4,57325,8571,83613,12626,0.0
1882,C,Indies,DUTIABLE,1,64,38,64,38,5.08
1882,C,"Insulators, Jars and Glass Balls, and cut, pressed or moulded",DUTIABLE,2,0,3804,0,3804,951.0
1882,C,Iron measured by,DUTIABLE,1,0,769,0,769,153.8
1882,C,Italy,DUTIABLE,72,695898,89515,590520,80220,34246.15
1882,C,Italy,FREE,11,310174,12866,310174,12866,0.0
1882,C,Japan,DUTIABLE,23,2679210,530646,1498023,287257,73933.11
1882,C,Japan,FREE,6,2049795,335645,4085886,711018,0.0
1882,C,Lamp - Chimneys,DUTIABLE,1,0,920,0,938,281.4
1882,C,Lamp and Gas-light,DUTIABLE,1,0,7205,0,7205,2161.31
1882,C,"Lard, dried or rendered",DUTIABLE,1,1904,257,1904,257,38.08
1882,C,Madeira,DUTIABLE,5,130,297,0,177,35.0
1882,C,Maderia,DUTIABLE,1,0,186,0,186,46.5
1882,C,Manitaba,DUTIABLE,2,6,182,6,182,18.23
1882,C,Mexico,DUTIABLE,4,29710,27722,23434,22325,11511.46
1882,C,Mexico,FREE,2,20321,2042,20321,3736,0.0
1882,C,Navigator's I'd,DUTIABLE,1,4100,106,4100,106,20.5
1882,C,Navigators' Tds,DUTIABLE,1,0,75,0,75,15.0
1882,C,Newfoundland,DUTIABLE,47,6775,6231,5938,5330,1779.43
1882,C,Newfoundland,FREE,24,158830,501455,158830,508165,0.0
1882,C,Norway,DUTIABLE,10,178,215,397,538,112.34
1882,C,Norway,FREE,1,0,5,0,5,0.0
1882,C,Norway and Sweden,DUTIABLE,3,17729,44559,17529,44279,7777.63
1882,C,"Phials, Telegraph and Lightning Rod",DUTIABLE,1,0,3297,0,3297,824.25
1882,C,Portugal,DUTIABLE,47,821629,57980,105161,48191,29106.13
1882,C,Portugal,FREE,3,967760,3721,967760,3721,0.0
1882,C,Russia,DUTIABLE,3,40,3508,40,1349,239.75
1882,C,Russia,FREE,1,0,6085,0,6085,0.0
1882,C,Sandwich I' ds,DUTIABLE,1,7,14,7,14,7.0
1882,C,Sandwich I'ds,DUTIABLE,1,21407,3824,23450,3975,596.25
1882,C,Sandwich Is'ds,DUTIABLE,1,10017,701,10017,701,345.52
1882,C,Sandwich Is’ds,FREE,1,126728,10999,126728,10999,0.0
1882,C,Sandwich I’ds,DUTIABLE,1,0,7,0,7,1.4
1882,C,"Shades, Lamps and",DUTIABLE,1,0,6629,0,6856,2057.86
1882,C,Spain,DUTIABLE,102,4965643,533157,4429491,446321,199168.67
1882,C,Spain,FREE,7,4732910,13921,4732910,13921,0.0
1882,C,Spanish Possessions in Pacific Ocean,DUTIABLE,1,4476,4512,2051,1854,1601.4
1882,C,Spanish West Indies,DUTIABLE,40,49086897,2133309,49199666,2122373,943791.01
1882,C,Spanish West Indies,FREE,10,522382,19279,551527,13795,0.0
1882,C,Spanish possessions in Pacific Ocean,FREE,1,0,3821,0,3821,0.0
1882,C,St. Pierre,DUTIABLE,38,2279,3809,2305,3892,1108.64
1882,C,St. Pierre,FREE,8,1187,11554,1187,11554,0.0
1882,C,Stubbs's Standard,DUTIABLE,1,0,2,0,2,0.4
1882,C,Switzerland,DUTIABLE,50,8856,270285,5156,265783,66280.8
1882,C,Switzerland,FREE,3,74,2310,74,2310,0.0
1882,C,Total,FREE,7,36270,16318,36270,16318,0.0
1882,C,Turkey,DUTIABLE,21,2939261,208014,2206404,164299,37151.8
1882,C,Turkey,FREE,4,9504,1824,6265,1099,0.0
1882,C,Turkey:,DUTIABLE,2,0,2294,0,2294,458.8
1882,C,United States,DUTIABLE,3597,92504461,36238702,74169275,32471973,7058106.71
1882,C,United States,FREE,960,59309815,15372240,58633960,15345166,0.0
1882,C,Venezuela,DUTIABLE,1,39662,4859,39662,4859,793.24
1882,C,Venezuela,FREE,1,0,0,28595,3287,0.0
1883,C,?,DUTIABLE,8,1345,1314,1096,1508,826.04
1883,C,?,FREE,2,246,550,246,550,0.0
1883,C,Australia,DUTIABLE,8,0,14356,387,14377,3773.24
1883,C,Austria,DUTIABLE,55,11081,49241,9628,48396,10631.59
1883,C,Austria,FREE,1,0,500,0,500,0.0
1883,C,Belgium,DUTIABLE,137,8099504,397760,7949420,359415,106234.6
1883,C,Belgium,FREE,28,357370,55740,357370,55740,0.0
1883,C,Brazil,DUTIABLE,21,39589823,1172987,36897279,1075012,512164.07
1883,C,Brazil,FREE,12,601701,66712,599037,66473,0.0
1883,C,Brit. E. Indies,DUTIABLE,13,4781411,64774,4794547,64635,12063.42
1883,C,Brit. E. Indies,FREE,6,760,6448,2499,6740,2834.0
1883,C,British Africa,DUTIABLE,2,0,60,0,60,9.0
1883,C,British Africa,FREE,1,748633,111578,748633,111578,0.0
1883,C,British East Indies,DUTIABLE,1,0,0,0,196,39.2
1883,C,British Guiana,DUTIABLE,24,6688715,383403,5077105,294337,175139.06
1883,C,British Guiana,FREE,3,101,2277,101,2324,0.0
1883,C,British West Indies,DUTIABLE,101,55007104,2785392,47046169,2353376,931319.1
1883,C,British West Indies,FREE,28,20368459,120392,20368459,120392,0.0
1883,C,Brt. W. Indies,DUTIABLE,1,428,652,428,652,128.4
1883,C,Cans or packages made,DUTIABLE,2,0,1152,0,1152,288.0
1883,C,Central America,DUTIABLE,2,165822,5941,270162,10609,5958.68
1883,C,China,DUTIABLE,118,9696584,416249,8815476,402140,156969.79
1883,C,China,FREE,11,2055865,439116,2056105,439178,0.0
1883,C,Danish West Indies,DUTIABLE,7,5018,419,916,575,247.05
1883,C,Danish West Indies,FREE,1,0,8052,0,8052,0.0
1883,C,Denmark,DUTIABLE,6,36,7406,36,171,87.8
1883,C,Dutch East Indies,DUTIABLE,3,3472994,113958,3510596,115309,57133.53
1883,C,Dutch East Indies,FREE,2,43160,5540,43160,5540,0.0
1883,C,Dutch Guiana,FREE,1,0,1427,0,1427,0.0
1883,C,Dutch W. Indies,FREE,1,1005560,1121,1005560,1121,0.0
1883,C,Fiance,DUTIABLE,2,47177,500,47177,500,50.0
1883,C,France,DUTIABLE,562,3728063,2363406,3330038,2226725,853130.52
1883,C,France,FREE,50,589330,119220,589330,119664,0.0
1883,C,Fren. W. Indies,DUTIABLE,1,132,373,132,373,52.8
1883,C,French West Indies,DUTIABLE,10,297806,10784,239048,8518,3712.77
1883,C,French West Indies,FREE,4,11269817,16149,11269817,16149,0.0
1883,C,Freshce,DUTIABLE,1,0,333,0,333,49.95
1883,C,Germany,DUTIABLE,471,2298830,1590556,2176198,1564034,389774.3
1883,C,Germany,FREE,58,89302,237051,89232,237200,0.0
1883,C,Great Britain,DUTIABLE,2672,92641385,40001897,94894648,39431795,9483416.18
1883,C,Great Britain,FREE,640,294894385,11292259,294913339,11303430,22234.0
1883,C,Greece,DUTIABLE,9,4309689,184620,3824937,162231,39001.34
1883,C,Holland,DUTIABLE,40,575155,281195,508844,265596,534308.61
1883,C,Holland,FREE,8,112992,27420,107512,22852,0.0
1883,C,Italy,DUTIABLE,72,247620,95298,282860,100671,44276.63
1883,C,Italy,FREE,9,271402,3166,271402,3166,0.0
1883,C,Japan,DUTIABLE,11,0,1853,0,2254,542.1
1883,C,Japan,FREE,6,4246522,801663,4246522,801667,0.0
1883,C,Madeira,DUTIABLE,9,505,1572,264,1264,437.14
1883,C,Madeira,FREE,1,89600,155,89600,155,0.0
1883,C,Mauritius,DUTIABLE,2,1878046,60259,873933,28166,12894.82
1883,C,Mexico,DUTIABLE,5,14005,15156,13020,9646,5241.5
1883,C,Mexico,FREE,5,57750,5289,56134,5426,0.0
1883,C,N. F. Land,DUTIABLE,1,200,9,200,9,1.0
1883,C,Newfoundland,DUTIABLE,79,194297,31507,131732,22831,7361.47
1883,C,Newfoundland,FREE,41,638793,748690,638793,743095,0.0
1883,C,Norway,DUTIABLE,5,1355,1046,1355,1046,192.52
1883,C,Norway and Sweden,DUTIABLE,2,15042,35643,17042,40640,7111.99
1883,C,P,DUTIABLE,1,3350,134,3350,134,26.8
1883,C,Portugal,DUTIABLE,53,63696,95618,541602,60227,34133.45
1883,C,Portugal,FREE,3,951060,3122,951060,3122,0.0
1883,C,Russia,DUTIABLE,1,0,22,0,22,4.4
1883,C,Russia,FREE,2,0,10282,0,10282,0.0
1883,C,Sandwich Is'ds,FREE,2,41564,5136,41564,5136,0.0
1883,C,Sandwich Islds,DUTIABLE,1,9464,1548,8218,1373,205.95
1883,C,Society Islands,DUTIABLE,2,3500,166,3500,166,240.5
1883,C,Spain,DUTIABLE,105,8371095,680416,7203636,578429,225146.67
1883,C,Spain,FREE,5,4780374,6580,4780374,6580,0.0
1883,C,Spanish West Indies,DUTIABLE,37,45314076,1881732,43687170,1846259,835090.12
1883,C,Spanish West Indies,FREE,9,53272,17570,20324,10631,0.0
1883,C,Spanish possessions in Africa,DUTIABLE,2,1695,1128,161,156,119.86
1883,C,Spanish possessions in Pacific Ocean,DUTIABLE,5,2860266,90468,4493499,136247,64978.52
1883,C,Spirits and strong wa-,DUTIABLE,1,1294,823,950,596,149.0
1883,C,St. Piere,DUTIABLE,1,22,14,22,14,12.34
1883,C,St. Pierre,DUTIABLE,20,452153,21622,1353,1912,734.23
1883,C,St. Pierre,FREE,10,38109,6020,38109,6020,0.0
1883,C,Sweden,DUTIABLE,2,0,38,0,38,8.15
1883,C,Switzerland,DUTIABLE,40,24253,329979,27953,330100,83325.66
1883,C,Switzerland,FREE,6,311,6049,311,6049,0.0
1883,C,Tin and manufactures of:,DUTIABLE,1,0,10780,0,10780,2695.0
1883,C,Turkey,DUTIABLE,16,1773149,120558,1491760,108065,23350.71
1883,C,United States,DUTIABLE,3671,96595838,46544393,74072171,38678763,8125119.76
1883,C,United States,FREE,1037,132657819,17301056,133329218,17284308,144969.0
1883,C,Venezuela,FREE,1,80656,9437,80656,9437,0.0
1883,C,W,DUTIABLE,2,0,62,0,62,15.35
1884,C,?,DUTIABLE,42,1388441,239104,1213466,251957,59669.4
1884,C,?,FREE,2,54,24372,54,24372,0.0
1884,C,AGRICULTURAL PRODUCTS,FREE,2,10343,1584,10343,1584,0.0
1884,C,Australia,DUTIABLE,2,14,20,97,143,92.05
1884,C,Australia,FREE,3,0,1955,0,1955,0.0
1884,C,Austria,DUTIABLE,51,420639,80123,362761,82635,18915.95
1884,C,Belgium,DUTIABLE,137,7270950,357222,7426969,347517,103961.96
1884,C,Belgium,FREE,33,247076,111594,247076,111594,0.0
1884,C,Brazil,DUTIABLE,14,40803996,1161848,39751457,1117443,523737.77
1884,C,Brazil,FREE,8,434287,49837,436835,50076,0.0
1884,C,British Africa,DUTIABLE,2,0,2141,48,2177,355.47
1884,C,British Africa,FREE,2,1183656,185214,1183656,185214,0.0
1884,C,British East Indies,DUTIABLE,28,10071895,81871,11078819,115413,29544.35
