kind,commodity,country,unit,year,value,series_median,ratio_to_median,gbp
dip,Barley,Wallachia And Moldavia,Cwt,1877,212315,958576,0.221,10176304
hole,Eggs,Russia,Great Hundred,1884,,1059239,,10149437
hole,"Sugar — Refined, Or Sugar Equal In Quality Thereto, And Sugar Candy",Holland,Cwt,1874,,647605,,10134839
hole,Dye Woods — Logwood,British West India Islands,Ton,1891,,28892,,10121721
hole,Dye Woods — Logwood,British West India Islands,Ton,1892,,28892,,10121721
dip,Dye Woods — Logwood,British West India Islands,Ton,1898,4757,28892,0.165,10121721
spike,"Cards, Playing",Other Countries,?,1880,27843,2820,9.873,10063951
hole,Manures — Guano,Peru,Ton,1877,,21916,,9907322
hole,Manures — Guano,Peru,Ton,1880,,21916,,9907322
hole,Manures — Guano,Peru,Ton,1885,,21916,,9907322
hole,Manures — Guano,Peru,Ton,1890,,21916,,9907322
spike,Manures — Guano,Peru,Ton,1876,156864,21916,7.157,9907322
spike,Manures — Guano,Peru,Ton,1878,127813,21916,5.832,9907322
dip,Manures — Guano,Peru,Ton,1884,625,21916,0.029,9907322
dip,Manures — Guano,Peru,Ton,1891,3780,21916,0.172,9907322
dip,Manures — Guano,Peru,Ton,1896,4834,21916,0.221,9907322
spike,Barley,France,Cwt,1872,6183067,971504,6.364,9850475
hole,"Glass — Manufactures, Unenumerated",Belgium,Cwt,1875,,219260,,9759845
hole,"Glass — Manufactures, Unenumerated",Belgium,Cwt,1880,,219260,,9759845
hole,"Glass — Manufactures, Unenumerated",Belgium,Cwt,1881,,219260,,9759845
hole,"Glass — Manufactures, Unenumerated",Belgium,Cwt,1885,,219260,,9759845
hole,Eggs,Denmark,Great Hundred,1880,,827169,,9724882
hole,Eggs,Denmark,Great Hundred,1882,,827169,,9724882
dip,Eggs,Denmark,Great Hundred,1877,147580,827169,0.178,9724882
dip,Paraffine,United States Of America,?,1873,3056,24770,0.123,9573185
hole,Caoutchouc,Lagos,?,1891,,18240,,9559701
hole,Caoutchouc,Lagos,?,1892,,18240,,9559701
hole,Caoutchouc,Lagos,?,1893,,18240,,9559701
dip,Caoutchouc,Lagos,?,1894,681,18240,0.037,9559701
hole,Cotton — Flax Or Linseed,Argentine Republic,Quarter,1885,,112814,,9549007
hole,Cotton — Flax Or Linseed,Argentine Republic,Quarter,1886,,112814,,9549007
hole,Cotton — Flax Or Linseed,Argentine Republic,Quarter,1887,,112814,,9549007
dip,Cotton — Flax Or Linseed,Argentine Republic,Quarter,1882,24189,112814,0.214,9549007
dip,Cotton — Flax Or Linseed,Argentine Republic,Quarter,1891,20823,112814,0.185,9549007
dip,"Cotton Manufactures — Piece Goods, Printed (Contd)",Straits Settlements,?,1879,17272700,81621500,0.212,9498750
hole,"Cotton Manufactures — Piece Goods, Printed (Contd)",Uruguay,?,1880,,90856850,,9403381
dip,"Cotton Manufactures — Piece Goods, Printed (Contd)",Uruguay,?,1879,12452800,90856850,0.137,9403381
hole,Barley,Denmark,Cwt,1883,,983662,,9394348
hole,Barley,Denmark,Cwt,1887,,983662,,9394348
hole,Barley,Denmark,Cwt,1893,,983662,,9394348
dip,Barley,Denmark,Cwt,1884,226874,983662,0.231,9394348
dip,Barley,Denmark,Cwt,1892,237749,983662,0.242,9394348
dip,Barley,Denmark,Cwt,1895,157570,983662,0.16,9394348
hole,"Ivory — Teeth, Elephants', Sea-Cow, Sea-Horse, Or Sea-Morse",Holland,Cwt,1890,,918,,9388441
dip,"Ivory — Teeth, Elephants', Sea-Cow, Sea-Horse, Or Sea-Morse",Holland,Cwt,1882,207,918,0.225,9388441
hole,"Silk — Knubs Or Husks Of Silk, And Waste",China,Cwt,1884,,26762,,9336019
hole,"Silk — Knubs Or Husks Of Silk, And Waste",China,Cwt,1886,,26762,,9336019
spike,"China, Or Porcelain, And Earthenware",United States Of America,?,1898,3300,648,5.093,9135910
hole,Bacon And Hams — Bacon,Canada,Cwt,1881,,151109,,9131526
dip,Bacon And Hams — Bacon,Canada,Cwt,1872,30367,151109,0.201,9131526
dip,Bacon And Hams — Bacon,Canada,Cwt,1875,25735,151109,0.17,9131526
dip,Bacon And Hams — Bacon,Canada,Cwt,1882,24983,151109,0.165,9131526
spike,Bacon And Hams — Bacon,Canada,Cwt,1885,794824,151109,5.26,9131526
hole,Wood And Timber — Mahogany,Mexico,Ton,1875,,19798,,9058247
hole,Wood And Timber — Mahogany,Mexico,Ton,1876,,19798,,9058247
hole,Wood And Timber — Mahogany,Mexico,Ton,1879,,19798,,9058247
hole,Wood And Timber — Mahogany,Mexico,Ton,1880,,19798,,9058247
hole,Wood And Timber — Mahogany,Mexico,Ton,1886,,19798,,9058247
hole,Wood And Timber — Mahogany,Mexico,Ton,1887,,19798,,9058247
hole,Wood And Timber — Mahogany,Mexico,Ton,1888,,19798,,9058247
hole,Wood And Timber — Mahogany,Mexico,Ton,1892,,19798,,9058247
dip,Silk — Raw,Belgium,?,1899,492,5200,0.095,9050468
hole,Leather Manufactures — Gloves,Belgium,Dozen Pairs,1882,,353487,,8945626
hole,Leather Manufactures — Gloves,Belgium,Dozen Pairs,1883,,353487,,8945626
hole,Leather Manufactures — Gloves,Belgium,Dozen Pairs,1884,,353487,,8945626
hole,Leather Manufactures — Gloves,Belgium,Dozen Pairs,1885,,353487,,8945626
dip,Leather Manufactures — Gloves,Belgium,Dozen Pairs,1874,38564,353487,0.109,8945626
dip,"Drugs — Bark, Peruvian",British East Indies,?,1894,3959,23048,0.172,8782979
hole,Tobacco — Cigars,United States Of America,Lb,1873,,830366,,8781179
hole,Tobacco — Cigars,United States Of America,Lb,1874,,830366,,8781179
hole,Tobacco — Cigars,United States Of America,Lb,1876,,830366,,8781179
hole,Tobacco — Cigars,United States Of America,Lb,1877,,830366,,8781179
hole,Tobacco — Cigars,United States Of America,Lb,1879,,830366,,8781179
hole,Tobacco — Cigars,United States Of America,Lb,1882,,830366,,8781179
hole,Tobacco — Cigars,United States Of America,Lb,1890,,830366,,8781179
hole,Paper — Hangings,France,Cwt,1874,,4868,,8759350
dip,Cotton — Rape,Bengal And Burmah,Quarter,1879,1660,188358,0.009,8737233
hole,Copper — Regulus And Precipitate,Spain,Ton,1887,,38079,,8709656
hole,Copper — Regulus And Precipitate,Spain,Ton,1890,,38079,,8709656
hole,Copper — Regulus And Precipitate,Spain,Ton,1891,,38079,,8709656
dip,"Paper-Making Materials — Esparto, And Other Vegetable Fibres",Spain,Ton,1873,2927,55760,0.052,8546025
spike,Barley,Germany,Cwt,1879,3600513,888940,4.05,8465152
dip,Barley,Germany,Cwt,1897,141310,888940,0.159,8465152
dip,Barley,Germany,Cwt,1899,190618,888940,0.214,8465152
hole,"Wood And Timber — Hewn, Fir",Canada,Load,1888,,151519,,8452214
hole,"Animals, Living — Sheep And Lambs",Germany,Number,1881,,339719,,8362287
hole,"Animals, Living — Sheep And Lambs",Germany,Number,1882,,339719,,8362287
hole,"Animals, Living — Sheep And Lambs",Germany,Number,1887,,339719,,8362287
hole,Pork — Salted (Not Hams),Other Countries,?,1873,,7362,,8311341
hole,Pork — Salted (Not Hams),Other Countries,?,1876,,7362,,8311341
hole,"Gum — Lac, Seed, Shell, Stick, And Dye",Bengal,Cwt,1887,,106902,,8257991
hole,"Gum — Lac, Seed, Shell, Stick, And Dye",Bengal,Cwt,1888,,106902,,8257991
hole,"Gum — Lac, Seed, Shell, Stick, And Dye",Bengal,Cwt,1889,,106902,,8257991
hole,"Gum — Lac, Seed, Shell, Stick, And Dye",Bengal,Cwt,1890,,106902,,8257991
dip,Fresh (Not Of British Taking) — Herrings,Sweden,Cwt,1897,67871,421380,0.161,8185911
dip,Fresh (Not Of British Taking) — Herrings,Sweden,Cwt,1899,81317,421380,0.193,8185911
hole,"Copper — Unwrought, In Bars, Blocks Or Slabs, Cakes Or Ingots",Australasia,Ton,1891,,6708,,8100445
hole,"Copper — Unwrought, In Bars, Blocks Or Slabs, Cakes Or Ingots",Australasia,Ton,1893,,6708,,8100445
dip,Fish — Fresh,Germany,Cwt,1885,866,7529,0.115,8071801
spike,Fish — Fresh,Germany,Cwt,1895,531230,7529,70.558,8071801
hole,Petroleum — Refined,United States Of America,Gallon,1875,,29279040,,7939992
hole,Petroleum — Refined,United States Of America,Gallon,1876,,29279040,,7939992
dip,Petroleum — Refined,United States Of America,Gallon,1872,5630080,29279040,0.192,7939992
hole,Silk — Raw,Japan,Lb,1885,,240406,,7895726
hole,Silk — Raw,Japan,Lb,1886,,240406,,7895726
hole,Silk — Raw,Japan,Lb,1890,,240406,,7895726
dip,Silk — Raw,Japan,Lb,1874,20689,240406,0.086,7895726
dip,Silk — Raw,Japan,Lb,1892,57663,240406,0.24,7895726
dip,Silk — Raw,Japan,Lb,1895,7040,240406,0.029,7895726
dip,Ivory,Native States,?,1887,40,528,0.076,7860271
spike,Ivory,Native States,?,1890,2806,528,5.319,7860271
hole,Sugar — In Lumps And Loaves,France,Cwt,1884,,488290,,7723143
dip,Sugar — Unrefined : Beetroot,France,Cwt,1882,142053,691424,0.205,7583358
hole,"Zinc — Crude, In Cakes",Holland,Ton,1877,,15388,,7567204
hole,"Zinc — Crude, In Cakes",Holland,Ton,1879,,15388,,7567204
hole,"Zinc — Crude, In Cakes",Holland,Ton,1884,,15388,,7567204
hole,"Wood And Timber — Sawn, Fir",United States Of America,Load,1892,,248772,,7487322
hole,"Wood And Timber — Sawn, Fir",United States Of America,Load,1893,,248772,,7487322
hole,"Wood And Timber — Sawn, Fir",United States Of America,Load,1895,,248772,,7487322
hole,"Hides, Not Tanned, Tawed, Curried, Or In Any Way Dressed — Tanned, Not Otherwise Dressed",United States Of America,Lb,1876,,17131317,,7425662
hole,Fish — Cured Or Salted,Canada,Cwt,1875,,258116,,7418117
spike,Fish — Cured Or Salted,Canada,Cwt,1885,3283425,258116,12.721,7418117
hole,Sugar — Unrefined,United States Of America,Ton,1878,,1634,,7368319
hole,Ivory — Vegetable,United States Of Colombia,Cwt,1887,,15129,,7234610
hole,Ivory — Vegetable,United States Of Colombia,Cwt,1888,,15129,,7234610
hole,"Sugar — Unrefined, Total",British Guiana,Cwt,1891,,766466,,7117312
dip,"Sugar — Unrefined, Total",British Guiana,Cwt,1899,63,766466,0.0,7117312
hole,"Zinc — Crude, In Cakes",Belgium,Ton,1877,,11731,,7108845
hole,"Zinc — Crude, In Cakes",Belgium,Ton,1879,,11731,,7108845
hole,"Zinc — Crude, In Cakes",Belgium,Ton,1884,,11731,,7108845
hole,Wet,Australasia,Cwt,1893,,60637,,6931763
hole,Wet,Australasia,Cwt,1894,,60637,,6931763
hole,Wool — Goats' Wool Or Hair,British Possessions In South Africa,Lb,1874,,5040890,,6911733
hole,Wool — Goats' Wool Or Hair,British Possessions In South Africa,Lb,1875,,5040890,,6911733
hole,"Animals, Living — Sheep And Lambs",Holland,Number,1881,,212784,,6879439
hole,"Animals, Living — Sheep And Lambs",Holland,Number,1882,,212784,,6879439
hole,"Animals, Living — Sheep And Lambs",Holland,Number,1887,,212784,,6879439
dip,"Animals, Living — Sheep And Lambs",Holland,Number,1892,6686,212784,0.031,6879439
hole,"Iron — Manufactures Of Iron Or Steel, Unenumerated",Australia,?,1876,,88452,,6876136
hole,Oil — Coco-Nut,British East Indies,Cwt,1891,,172921,,6874257
hole,Caoutchouc — Manufactures Of,Germany,Lb,1873,,1688200,,6816242
hole,Caoutchouc — Manufactures Of,Germany,Lb,1874,,1688200,,6816242
hole,Caoutchouc — Manufactures Of,Germany,Lb,1881,,1688200,,6816242
hole,Caoutchouc — Manufactures Of,Germany,Lb,1882,,1688200,,6816242
hole,Caoutchouc — Manufactures Of,Germany,Lb,1883,,1688200,,6816242
hole,Nuts And Kernels — Commonly Used For Expressing Oil Therefrom,Lagos,Ton,1894,,23000,,6682460
dip,"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",Belgium,Lb,1893,3279,37133,0.088,6680095
hole,Iron — Pig And Puddled,Sweden,Ton,1880,,37918,,6673637
hole,Iron — Pig And Puddled,Sweden,Ton,1881,,37918,,6673637
hole,Corn And Grain — Pease,Canada,Cwt,1890,,906481,,6631951
hole,Corn And Grain — Pease,Canada,Cwt,1892,,906481,,6631951
dip,Corn And Grain — Pease,Canada,Cwt,1883,9825,906481,0.011,6631951
dip,Wet,Uruguay,Cwt,1899,3479,58292,0.06,6517732
hole,Gutta Percha,British East Indies,Cwt,1887,,43550,,6506656
hole,Gutta Percha,British East Indies,Cwt,1888,,43550,,6506656
hole,Gutta Percha,British East Indies,Cwt,1893,,43550,,6506656
dip,Fresh (Not Of British Taking) — Herrings,Other Foreign Countries,?,1895,243,2317,0.105,6429890
hole,"Dye Stuffs, And Substances Used In Tanning — Cutch And Gambier",British East Indies,Ton,1887,,25015,,6423246
hole,"Dye Stuffs, And Substances Used In Tanning — Cutch And Gambier",British East Indies,Ton,1889,,25015,,6423246
hole,"Dye Stuffs, And Substances Used In Tanning — Cutch And Gambier",British East Indies,Ton,1891,,25015,,6423246
hole,Wet,Brazil,Cwt,1882,,51650,,6339814
hole,"Glass — Window And German Sheet, Including Shades And Cylinders",Belgium,Cwt,1884,,630640,,6335594
hole,"Glass — Window And German Sheet, Including Shades And Cylinders",Belgium,Cwt,1887,,630640,,6335594
hole,"Glass — Window And German Sheet, Including Shades And Cylinders",Belgium,Cwt,1898,,630640,,6335594
hole,"Fruit — Unenumerated, Dried",Turkey,Cwt,1892,,249794,,6316136
dip,"Fruit — Unenumerated, Dried",Turkey,Cwt,1884,1448,249794,0.006,6316136
hole,Hemp — Dressed Or Undressed,Russia,Cwt,1893,,210390,,6276236
hole,Hemp — Dressed Or Undressed,Russia,Cwt,1894,,210390,,6276236
hole,Hemp — Dressed Or Undressed,Russia,Cwt,1895,,210390,,6276236
hole,Hemp — Dressed Or Undressed,Russia,Cwt,1896,,210390,,6276236
hole,Gutta Percha,Straits Settlements,Cwt,1889,,40808,,6251018
hole,Gutta Percha,Straits Settlements,Cwt,1890,,40808,,6251018
dip,Copper — Regulus And Precipitate,United States Of America,Ton,1884,5799,29867,0.194,6235020
hole,Hemp — Dressed Or Undressed,Germany,Cwt,1893,,221370,,6176457
hole,Hemp — Dressed Or Undressed,Germany,Cwt,1894,,221370,,6176457
hole,Hemp — Dressed Or Undressed,Germany,Cwt,1895,,221370,,6176457
hole,Hemp — Dressed Or Undressed,Germany,Cwt,1896,,221370,,6176457
hole,Rice,Madras,Cwt,1880,,748077,,6158747
hole,Rice,Madras,Cwt,1885,,748077,,6158747
hole,Rice,Madras,Cwt,1892,,748077,,6158747
hole,Rice,Madras,Cwt,1893,,748077,,6158747
hole,Rice,Madras,Cwt,1894,,748077,,6158747
dip,Rice,Madras,Cwt,1887,41672,748077,0.056,6158747
dip,Rice,Madras,Cwt,1889,65904,748077,0.088,6158747
hole,"Wood And Timber — Hewn, Teak",British East Indies,Load,1889,,43648,,6140593
hole,"Wood And Timber — Hewn, Teak",British East Indies,Load,1892,,43648,,6140593
hole,"Wood And Timber — Hewn, Teak",British East Indies,Load,1893,,43648,,6140593
hole,Cotton — Rape,British East Indies,Quarter,1886,,105239,,6118710
hole,Cotton — Rape,British East Indies,Quarter,1891,,105239,,6118710
hole,Cotton — Rape,British East Indies,Quarter,1893,,105239,,6118710
hole,Cotton — Rape,Russia,Quarter,1876,,127241,,6117588
hole,Cotton — Rape,Russia,Quarter,1879,,127241,,6117588
hole,Cotton — Rape,Russia,Quarter,1884,,127241,,6117588
hole,Cotton — Rape,Russia,Quarter,1891,,127241,,6117588
dip,Cotton — Rape,Russia,Quarter,1877,23126,127241,0.182,6117588
dip,Wine — Red,Spain,Gallon,1874,294,1301290,0.0,6091604
hole,"Wood And Timber — Hewn, Fir : Teak",British India Bengal And Burmah,Load,1877,,34416,,6089716
hole,"Wood And Timber — Hewn, Fir : Teak",British India Bengal And Burmah,Load,1880,,34416,,6089716
hole,"Wood And Timber — Hewn, Fir : Teak",British India Bengal And Burmah,Load,1881,,34416,,6089716
hole,Hemp — Dressed Or Undressed,Italy,Cwt,1893,,194271,,6071215
hole,Hemp — Dressed Or Undressed,Italy,Cwt,1894,,194271,,6071215
hole,Hemp — Dressed Or Undressed,Italy,Cwt,1895,,194271,,6071215
hole,Hemp — Dressed Or Undressed,Italy,Cwt,1896,,194271,,6071215
hole,Cotton Manufactures — Other Than Muslins,United States Of America,Yard,1884,,16600148,,6029867
hole,Cotton Manufactures — Other Than Muslins,United States Of America,Yard,1885,,16600148,,6029867
spike,"Spirits — Unenumerated, Not Sweetened Or Mixed",Russia,Proof Gallon,1890,1089692,202174,5.39,6006344
dip,Cotton Twist And Yarn,Italy,?,1883,1168600,13296400,0.088,6004939
hole,"Skins, Furs, And Pelts — Sheep, Undressed",British Possessions In South Africa,Number,1881,,2968835,,5926518
hole,"Skins, Furs, And Pelts — Sheep, Undressed",British Possessions In South Africa,Number,1889,,2968835,,5926518
hole,"Skins, Furs, And Pelts — Sheep, Undressed",British Possessions In South Africa,Number,1890,,2968835,,5926518
hole,"Skins, Furs, And Pelts — Sheep, Undressed",British Possessions In South Africa,Number,1891,,2968835,,5926518
dip,Wet,France,Cwt,1873,14267,58818,0.243,5894485
dip,Wet,France,Cwt,1875,8059,58818,0.137,5894485
hole,Paper — Unenumerated,British India,?,1876,,6905,,5765236
hole,Paper — Unenumerated,British India,?,1879,,6905,,5765236
hole,Paper — Unenumerated,British India,?,1880,,6905,,5765236
hole,Tallow And Stearine,New Zealand,Cwt,1887,,163412,,5720911
hole,Tallow And Stearine,New Zealand,Cwt,1888,,163412,,5720911
hole,Tallow And Stearine,New Zealand,Cwt,1889,,163412,,5720911
hole,Tallow And Stearine,New Zealand,Cwt,1890,,163412,,5720911
hole,Caoutchouc,United States Of America,Cwt,1879,,8526,,5706004
hole,Caoutchouc,United States Of America,Cwt,1887,,8526,,5706004
hole,Caoutchouc,United States Of America,Cwt,1889,,8526,,5706004
hole,Caoutchouc,United States Of America,Cwt,1890,,8526,,5706004
hole,Caoutchouc,United States Of America,Cwt,1891,,8526,,5706004
dip,Caoutchouc,United States Of America,Cwt,1877,1302,8526,0.153,5706004
hole,"Ivory — Teeth, Elephants', Sea-Cow, Sea-Horse, Or Sea-Morse",France,Cwt,1890,,390,,5663785
hole,"Wood And Timber — Hewn, Teak",Burmah,Load,1888,,42661,,5652237
hole,"Wood And Timber — Hewn, Teak",Burmah,Load,1889,,42661,,5652237
hole,"Wood And Timber — Hewn, Teak",Burmah,Load,1892,,42661,,5652237
hole,"Wood And Timber — Hewn, Teak",Burmah,Load,1893,,42661,,5652237
hole,"Skins, Furs, And Pelts — Seal",Norway,Number,1876,,74676,,5640770
hole,"Skins, Furs, And Pelts — Seal",Norway,Number,1881,,74676,,5640770
hole,"Skins, Furs, And Pelts — Seal",Norway,Number,1883,,74676,,5640770
dip,"Skins, Furs, And Pelts — Seal",Norway,Number,1875,14978,74676,0.201,5640770
hole,Caoutchouc,Straits Settlements,Cwt,1874,,9503,,5597081
hole,Caoutchouc,Straits Settlements,Cwt,1887,,9503,,5597081
hole,Caoutchouc,Straits Settlements,Cwt,1888,,9503,,5597081
hole,Caoutchouc,Straits Settlements,Cwt,1889,,9503,,5597081
hole,Caoutchouc,Straits Settlements,Cwt,1890,,9503,,5597081
hole,Feathers — Ornamental,France,Lb,1883,,111040,,5593783
hole,Feathers — Ornamental,France,Lb,1885,,111040,,5593783
hole,Feathers — Ornamental,France,Lb,1887,,111040,,5593783
hole,"Ivory — Teeth, Elephants', Sea-Cow, Sea-Horse, Or Sea-Morse",Germany,Cwt,1890,,504,,5562417
dip,"Ivory — Teeth, Elephants', Sea-Cow, Sea-Horse, Or Sea-Morse",Germany,Cwt,1885,121,504,0.24,5562417
hole,Manures — Phosphate Of Lime And Rock,United States Of America,Ton,1893,,138844,,5531673
dip,Manures — Phosphate Of Lime And Rock,United States Of America,Ton,1882,4952,138844,0.036,5531673
dip,"Sugar — Unrefined : Cane, And Other Sorts",Java,Cwt,1899,149732,1251599,0.12,5509814
dip,"Tin — In Blocks, Ingots, Bars, Or Slabs, And Regulus",Australia,Cwt,1873,9854,154752,0.064,5482523
hole,Fruit — Unenumerated : Raw,Spain,Bushel,1892,,696989,,5470914
hole,"Sugar — Unrefined : Cane, And Other Sorts",British West India Islands,Cwt,1889,,655958,,5399877
hole,"Sugar — Unrefined : Cane, And Other Sorts",British West India Islands,Cwt,1891,,655958,,5399877
dip,Plums — Raw,United States Of America,?,1893,90,3056,0.029,5386396
hole,Fruit — Oranges And Lemons,Italy,Bushel,1875,,754314,,5377749
hole,Fruit — Oranges And Lemons,Italy,Bushel,1887,,754314,,5377749
hole,Jute — Boots And Shoes,Belgium,Dozen Pairs,1873,,56743,,5368702
hole,Jute — Boots And Shoes,Belgium,Dozen Pairs,1874,,56743,,5368702
hole,Jute — Boots And Shoes,Belgium,Dozen Pairs,1875,,56743,,5368702
hole,Jute — Boots And Shoes,Belgium,Dozen Pairs,1880,,56743,,5368702
hole,Jute — Boots And Shoes,Belgium,Dozen Pairs,1881,,56743,,5368702
dip,Caoutchouc,French Possessions,Cwt,1893,1609,15798,0.102,5361295
hole,Ice,Norway,Ton,1874,,285001,,5358174
hole,Ice,Norway,Ton,1878,,285001,,5358174
hole,Ice,Norway,Ton,1889,,285001,,5358174
dip,Wet,Italy,Cwt,1883,13411,54138,0.248,5347557
dip,Wet,Italy,Cwt,1886,12887,54138,0.238,5347557
hole,Animals — Sheep And Lambs,Germany,Number,1876,,385780,,5347449
hole,Animals — Sheep And Lambs,Germany,Number,1878,,385780,,5347449
dip,"Copper — Unwrought, In Bars, Blocks Or Slabs, Cakes Or Ingots",United States Of America,Ton,1890,1195,4948,0.242,5276532
spike,"Copper — Unwrought, In Bars, Blocks Or Slabs, Cakes Or Ingots",United States Of America,Ton,1894,31456,4948,6.357,5276532
hole,"Glass — Window And German Sheet, In- Cluding Shades And Cylinders",Belgium,Cwt,1890,,699824,,5263167
hole,Woollen Yarn — For Weaving,France,Lb,1877,,2082638,,5249274
hole,Woollen Yarn — For Weaving,France,Lb,1880,,2082638,,5249274
hole,Woollen Yarn — For Weaving,France,Lb,1882,,2082638,,5249274
hole,Woollen Yarn — For Weaving,France,Lb,1890,,2082638,,5249274
hole,Woollen Yarn — For Weaving,France,Lb,1892,,2082638,,5249274
hole,"Tin — In Blocks, Ingots, Bars, Or Slabs",New South Wales,Cwt,1884,,77678,,5238300
hole,"Tin — In Blocks, Ingots, Bars, Or Slabs",New South Wales,Cwt,1891,,77678,,5238300
hole,"Cotton Manufactures — Piece Goods, Printed","Portugal, Azores, And Madeira",?,1876,,33341639,,5194018
hole,"Cotton Manufactures — Piece Goods, Printed","Portugal, Azores, And Madeira",?,1879,,33341639,,5194018
dip,Corn And Grain — Wheat Meal Or Flour,Canada,Cwt,1881,259862,1080955,0.24,5180834
hole,Paper — Of Other Materials,China,Number,1886,,1308564,,5143707
hole,Paper — Of Other Materials,China,Number,1887,,1308564,,5143707
hole,Paper — Of Other Materials,China,Number,1891,,1308564,,5143707
hole,Paper — Of Other Materials,China,Number,1892,,1308564,,5143707
hole,Paper — Of Other Materials,China,Number,1893,,1308564,,5143707
spike,Paper — Of Other Materials,China,Number,1878,7038181,1308564,5.379,5143707
spike,Paper — Of Other Materials,China,Number,1882,6946560,1308564,5.309,5143707
hole,"Dye Stuffs, And Substances Used In Tanning — Cutch And Gambier",Straits Settlements,Ton,1885,,19952,,5043002
hole,"Dye Stuffs, And Substances Used In Tanning — Cutch And Gambier",Straits Settlements,Ton,1887,,19952,,5043002
hole,"Dye Stuffs, And Substances Used In Tanning — Cutch And Gambier",Straits Settlements,Ton,1891,,19952,,5043002
hole,"Dye Stuffs, And Substances Used In Tanning — Cutch And Gambier",Straits Settlements,Ton,1895,,19952,,5043002
hole,"Sugar — Unrefined : Cane, And Other Sorts",British Guiana,Cwt,1889,,719084,,5022236
hole,"Sugar — Unrefined : Cane, And Other Sorts",British Guiana,Cwt,1891,,719084,,5022236
hole,"Mutton, Fresh",New South Wales,Cwt,1885,,144812,,5008800
dip,"Mutton, Fresh",New South Wales,Cwt,1884,26364,144812,0.182,5008800
dip,"Mutton, Fresh",New South Wales,Cwt,1889,30999,144812,0.214,5008800
spike,"Mutton, Fresh",New South Wales,Cwt,1896,618091,144812,4.268,5008800
hole,Tobacco — Unmanufactured,Canada,?,1893,,11684,,4995360
hole,Tobacco — Unmanufactured,Canada,?,1898,,11684,,4995360
hole,"Iron — Manufactures Of Iron Or Steel, Unenumerated",United States Of America,?,1876,,44295,,4977368
hole,Cotton Manufactures — Other Than Muslins,Belgium,Yard,1884,,13967606,,4963663
hole,Cotton Manufactures — Other Than Muslins,Belgium,Yard,1885,,13967606,,4963663
spike,Metal — Wrought Or Manufactured,Holland,Ton,1884,85214,10003,8.519,4953430
dip,Metal — Wrought Or Manufactured,Holland,Ton,1887,1133,10003,0.113,4953430
spike,Metal — Wrought Or Manufactured,Holland,Ton,1892,97310,10003,9.728,4953430
spike,Metal — Wrought Or Manufactured,Holland,Ton,1895,99311,10003,9.928,4953430
hole,Cocoa,Portugal,Lb,1882,,1435237,,4946490
hole,Cocoa,Portugal,Lb,1895,,1435237,,4946490
dip,Cocoa,Portugal,Lb,1880,299345,1435237,0.209,4946490
dip,Cocoa,Portugal,Lb,1888,333821,1435237,0.233,4946490
hole,"Animals, Living — Sheep And Lambs",Argentine Republic,Number,1886,,48906,,4938498
hole,"Animals, Living — Sheep And Lambs",Argentine Republic,Number,1887,,48906,,4938498
hole,"Animals, Living — Sheep And Lambs",Argentine Republic,Number,1888,,48906,,4938498
dip,"Animals, Living — Sheep And Lambs",Argentine Republic,Number,1889,101,48906,0.002,4938498
dip,Cotton Manufactures — Other Than Muslins,France,Pieces,1881,74688,340510,0.219,4903195
hole,"Wood And Timber — Hewn, Fir : Oak",Canada,Load,1884,,34510,,4878870
hole,"Wood And Timber — Hewn, Fir : Oak",Canada,Load,1885,,34510,,4878870
hole,"Wood And Timber — Hewn, Fir : Oak",Canada,Load,1886,,34510,,4878870
hole,"Wood And Timber — Hewn, Fir : Oak",Canada,Load,1888,,34510,,4878870
hole,Tallow And Stearine,Victoria,Cwt,1887,,118594,,4813462
hole,Tallow And Stearine,Victoria,Cwt,1888,,118594,,4813462
hole,Tallow And Stearine,Victoria,Cwt,1889,,118594,,4813462
hole,Tallow And Stearine,Victoria,Cwt,1890,,118594,,4813462
hole,Leather — Dressed,France,Lb,1887,,5163194,,4781104
hole,Tobacco — Unmanufactured,Holland,Lb,1876,,5707761,,4720141
hole,Tobacco — Unmanufactured,Holland,Lb,1877,,5707761,,4720141
hole,Tobacco — Unmanufactured,Holland,Lb,1879,,5707761,,4720141
hole,Tobacco — Unmanufactured,Holland,Lb,1881,,5707761,,4720141
hole,Tobacco — Unmanufactured,Holland,Lb,1882,,5707761,,4720141
hole,"Glass — Manufactures, Unenumerated",France,Cwt,1875,,99080,,4719848
hole,"Glass — Manufactures, Unenumerated",France,Cwt,1880,,99080,,4719848
hole,"Glass — Manufactures, Unenumerated",France,Cwt,1881,,99080,,4719848
hole,"Glass — Manufactures, Unenumerated",France,Cwt,1885,,99080,,4719848
hole,Potatoes,Germany,Cwt,1878,,329441,,4717917
spike,Potatoes,Germany,Cwt,1873,1526394,329441,4.633,4717917
dip,Potatoes,Germany,Cwt,1890,28520,329441,0.087,4717917
dip,Potatoes,Germany,Cwt,1896,17599,329441,0.053,4717917
spike,Potatoes,Germany,Cwt,1898,1953638,329441,5.93,4717917
hole,"Wood And Timber — Hewn, Fir : Oak",Germany,Load,1885,,42600,,4696957
hole,"Wood And Timber — Hewn, Fir : Oak",Germany,Load,1886,,42600,,4696957
hole,"Wood And Timber — Hewn, Fir : Oak",Germany,Load,1888,,42600,,4696957
